lid,title,new_title,url
c5540dad1bf6056b6548c4f5dfcf33fe,《齐齐哈尔市中心城区国有土地上房屋征收与补偿实施办法补充规定》,齐齐哈尔市中心城区国有土地上房屋征收与补偿实施办法补充规定,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=c5540dad1bf6056b6548c4f5dfcf33fe
4e79ec8bce6260e59ec5e3ee82f1c0ad,《湖北省价格条例》,湖北省价格条例,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=4e79ec8bce6260e59ec5e3ee82f1c0ad
1c790599e2b836bc832318c930e4f418,《江苏省电信设施建设与保护办法》,江苏省电信设施建设与保护办法,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=1c790599e2b836bc832318c930e4f418
c7a6faf5957bbab7b76d27904921af15,《2007年焦炭出口企业资质标准和申报程序》,2007年焦炭出口企业资质标准和申报程序,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=c7a6faf5957bbab7b76d27904921af15
a9a231b238334053788fb1bf5620a4e2,《工商领域企业固定资产投资项目招标文件范本》,工商领域企业固定资产投资项目招标文件范本,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=a9a231b238334053788fb1bf5620a4e2
d55dd7d841e4767b949eac6c0b5ea039,《上海市教育委员会、上海市财政局、上海市物价局关于本市示范性幼托园所收费问题的通知》,上海市教育委员会、上海市财政局、上海市物价局关于本市示范性幼托园所收费问题的通知,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=d55dd7d841e4767b949eac6c0b5ea039
606a7cf70f0a8e8bf539ea159aaca185,《抚顺市人民政府关于修改〈抚顺市机动车停泊管理办法〉的决定》,抚顺市人民政府关于修改《抚顺市机动车停泊管理办法》的决定,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=606a7cf70f0a8e8bf539ea159aaca185
9388f955b2c3bad8cebf8bc322fdf8d1,《对外技术援助项目管理办法（试行）》,对外技术援助项目管理办法（试行）,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=9388f955b2c3bad8cebf8bc322fdf8d1
17ff2404033424278c40b62c4fab3ec1,《2007年焦炭出口企业名单》,2007年焦炭出口企业名单,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=17ff2404033424278c40b62c4fab3ec1
dfbe6e2192c9d0dd0a5aee495cdac2c6,《齐齐哈尔市中心城区停车场管理办法》,齐齐哈尔市中心城区停车场管理办法,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=dfbe6e2192c9d0dd0a5aee495cdac2c6
c4d6abc55c9a9d02e07465f24b67f75,《中华人民共和国海关查缉证》,中华人民共和国海关查缉证,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=c4d6abc55c9a9d02e07465f24b67f75
7cff8533b40cf9a94843196e5ff9d72b,《科技部关于对部分规章和文件予以废止的决定》,科技部关于对部分规章和文件予以废止的决定,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=7cff8533b40cf9a94843196e5ff9d72b
e3dc5624957b18d1a91959a21dfc1b7,《西安市人民政府关于修改〈西安市禁止运送有毒化学物品车辆经108国道黑河流域段通行暂行规定〉的决定》,西安市人民政府关于修改《西安市禁止运送有毒化学物品车辆经108国道黑河流域段通行暂行规定》的决定,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=e3dc5624957b18d1a91959a21dfc1b7
79c2da20c66828a0be7708575108466f,《对外贸易经济合作部〈关于外商投资举办投资性公司的暂行规定〉的补充规定》,对外贸易经济合作部《关于外商投资举办投资性公司的暂行规定》的补充规定,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=79c2da20c66828a0be7708575108466f
5c4d37718237e8634d8afa18de27863f,《上海市人民政府关于废止〈中国（上海）自由贸易试验区管理办法〉的决定》,上海市人民政府关于废止《中国（上海）自由贸易试验区管理办法》的决定,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=5c4d37718237e8634d8afa18de27863f
4b04d61da10c1a4d650d21b2dcff6493,《锦州市残疾人保障规定》,锦州市残疾人保障规定,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=4b04d61da10c1a4d650d21b2dcff6493
8af14018f542f9f29f9e9c1e7237f91c,《盘锦市人民政府关于修改〈盘锦市本级财政资金管理暂行办法〉的决定》,盘锦市人民政府关于修改《盘锦市本级财政资金管理暂行办法》的决定,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=8af14018f542f9f29f9e9c1e7237f91c
4ce14ef1c708877a258e8b9782fc456a,《未增塑聚氯乙烯（PVC-U）塑料门》,未增塑聚氯乙烯（PVC-U）塑料门,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=4ce14ef1c708877a258e8b9782fc456a
425ca81ef828989f72409f481849b2c3,《西安市防雷减灾管理办法》,西安市防雷减灾管理办法,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=425ca81ef828989f72409f481849b2c3
5b901857cc3c20a27b9c78e7520be13a,《中国社会组织推动“一带一路”民心相通行动计划（2017―2020）》,中国社会组织推动“一带一路”民心相通行动计划（2017―2020）,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=5b901857cc3c20a27b9c78e7520be13a
a99371279a4f3d58bf3c479a213fedde,《郑州市地方志工作规定》,郑州市地方志工作规定,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=a99371279a4f3d58bf3c479a213fedde
309540c5111285ad2d3f9f859e2a77,《给水管道复合式高速进排气阀》,给水管道复合式高速进排气阀,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=309540c5111285ad2d3f9f859e2a77
16aaab0a9233cdb4d00070414f638601,《公路建设项目环境影响评价规范》,公路建设项目环境影响评价规范,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=16aaab0a9233cdb4d00070414f638601
1466ff12360a3bcc5906386d3b90adb,《给排水用软密封闸阀》,给排水用软密封闸阀,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=1466ff12360a3bcc5906386d3b90adb
1a43389bbb8230df21421636990718c,《江苏省人民政府关于废止〈江苏省统计管理奖惩办法〉的决定》,江苏省人民政府关于废止《江苏省统计管理奖惩办法》的决定,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=1a43389bbb8230df21421636990718c
7642fa2ed22e2ca4e75dd4f52d66a261,《基层医疗卫生单位深入学习实践科学发展观活动学习辅导材料》,基层医疗卫生单位深入学习实践科学发展观活动学习辅导材料,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=7642fa2ed22e2ca4e75dd4f52d66a261
f3704120abb20bdb074834ad0d562d0b,《2002年勘查许可证（探矿权）注销公告（第1号）》,2002年勘查许可证（探矿权）注销公告（第1号）,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=f3704120abb20bdb074834ad0d562d0b
739dc3a5adaedd1d69d7f88ba4d92ddc,《西安市地方志管理办法》,西安市地方志管理办法,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=739dc3a5adaedd1d69d7f88ba4d92ddc
115668305408adbc36cce22a6b08edd1,《公开发行证券的公司信息披露编报规则第13号-季度报告的内容与格式（2016年修订）》,公开发行证券的公司信息披露编报规则第13号-季度报告的内容与格式（2016年修订）,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=115668305408adbc36cce22a6b08edd1
66eb8ac32a880705e1114836384fe347,《江苏省传统村落保护办法》,江苏省传统村落保护办法,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=66eb8ac32a880705e1114836384fe347
456223b5586b4f7a9b46a555efc20eff,《关于修改〈西安市道路运输服务业管理办法〉的决定》,关于修改《西安市道路运输服务业管理办法》的决定,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=456223b5586b4f7a9b46a555efc20eff
5f475677d61e5486e9a5bfa44bfe7c0a,《上海市教育委员会关于申办民办中等职业学校有关事项的通知》,上海市教育委员会关于申办民办中等职业学校有关事项的通知,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=5f475677d61e5486e9a5bfa44bfe7c0a
99405cf9ec158917be94ba1730441ceb,《江苏省林业有害生物防控办法》,江苏省林业有害生物防控办法,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=99405cf9ec158917be94ba1730441ceb
47b7ab3d71847528d4acb5ee30d523ee,《炎陵县旅游景区门票管理暂行办法》,炎陵县旅游景区门票管理暂行办法,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=47b7ab3d71847528d4acb5ee30d523ee
ebfa9f39968dc00de1926c206e1c261c,《国家重点节能低碳技术推广目录（2016年本，节能部分）》,国家重点节能低碳技术推广目录（2016年本，节能部分）,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=ebfa9f39968dc00de1926c206e1c261c
442714b7424ccc4e71f11d69e77c10b1,《关于修改〈西安市复印业管理暂行办法〉的决定》,关于修改《西安市复印业管理暂行办法》的决定,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=442714b7424ccc4e71f11d69e77c10b1
7335b9d5459f8a84eeba5d6c4c80b6c2,《锦州市人民政府关于修改〈锦州市国有土地上房屋征收与补偿办法〉的决定》,锦州市人民政府关于修改《锦州市国有土地上房屋征收与补偿办法》的决定,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=7335b9d5459f8a84eeba5d6c4c80b6c2
4230524ebca0e9c935f14e160e36c99,《锦州市养犬管理办法》,锦州市养犬管理办法,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=4230524ebca0e9c935f14e160e36c99
8e6aba9e3b59b2390d4bcc100af6d10,《检验检测机构资质认定管理办法》,检验检测机构资质认定管理办法,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=8e6aba9e3b59b2390d4bcc100af6d10
8e2aef57d87ccd08ced3f2d3b2f8a959,《江苏省机关事务管理办法》,江苏省机关事务管理办法,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=8e2aef57d87ccd08ced3f2d3b2f8a959
42d065ab25ac674ae0bb3d53855b776f,《国家旅游及相关产业统计分类（2015）》,国家旅游及相关产业统计分类（2015）,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=42d065ab25ac674ae0bb3d53855b776f
a86a0b4d82d055bde8a64d1069f79297,《出入境检验检疫报检企业管理办法》,出入境检验检疫报检企业管理办法,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=a86a0b4d82d055bde8a64d1069f79297
18efb8f1a0652c8841155a4cb97f4aea,《民用建筑太阳能热水系统应用技术规范》,民用建筑太阳能热水系统应用技术规范,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=18efb8f1a0652c8841155a4cb97f4aea
36ede0412eb2d56e6b5e539aa0c45ccf,《关于修改〈西安市汽车租赁业管理暂行办法〉的决定》,关于修改《西安市汽车租赁业管理暂行办法》的决定,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=36ede0412eb2d56e6b5e539aa0c45ccf
11e5236d1d7b98b7c9347425de0bd3fb,《兰州市人民政府关于修改〈兰州市再生资源回收利用管理办法〉的决定》,兰州市人民政府关于修改《兰州市再生资源回收利用管理办法》的决定,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=11e5236d1d7b98b7c9347425de0bd3fb
a961ff6d99bfe8b44bef34b28b5fdec9,《湖北省新一轮退耕还林还草工程管理办法》,湖北省新一轮退耕还林还草工程管理办法,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=a961ff6d99bfe8b44bef34b28b5fdec9
b290b5b4270cef09307f6c9dda857070,《药用植物及制剂进出口绿色行业标准》,药用植物及制剂进出口绿色行业标准,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=b290b5b4270cef09307f6c9dda857070
3287ccb84c30e5f40fa8349598a90478,《西安市人民政府关于修改〈西安市建筑市场管理办法〉的决定》,西安市人民政府关于修改《西安市建筑市场管理办法》的决定,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=3287ccb84c30e5f40fa8349598a90478
9bd1f76f9151d78665e427b68aa03bae,《2011年出口许可证管理货物目录》,2011年出口许可证管理货物目录,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=9bd1f76f9151d78665e427b68aa03bae
9620ec6ebfcf01c7b9169e32e8aac94c,《政府会计准则-基本准则》,政府会计准则-基本准则,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=9620ec6ebfcf01c7b9169e32e8aac94c
57a7ba336bb5a9d099d2468aa8b357cd,《安顺市行政执法过错责任追究办法》,安顺市行政执法过错责任追究办法,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=57a7ba336bb5a9d099d2468aa8b357cd
28d0fb5bed3c45d3a97f17effae3fef0,《关于开展强制性产品认证行政执法工作有关问题的通知》,关于开展强制性产品认证行政执法工作有关问题的通知,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=28d0fb5bed3c45d3a97f17effae3fef0
a6c59cfe54a70f134f8c3418a381700,《民航国内航空运输价格改革方案》,民航国内航空运输价格改革方案,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=a6c59cfe54a70f134f8c3418a381700
e21e86eb1cacb2cdaee48b1d59611fe8,《郑州市城市雕塑管理办法》,郑州市城市雕塑管理办法,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=e21e86eb1cacb2cdaee48b1d59611fe8
d33d3c28c0db4797627f58459bf9bcc0,《水力控制阀》,水力控制阀,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=d33d3c28c0db4797627f58459bf9bcc0
818290fba3f26d5a89dada820ff92178,《商务部关于涉及外商投资企业股权出资的暂行规定》,商务部关于涉及外商投资企业股权出资的暂行规定,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=818290fba3f26d5a89dada820ff92178
6b3147f230e1da932a380fe90fd80e73,《兰州市人民政府关于修正〈兰州市建设领域农民工工资保证金管理暂行办法〉的决定》,兰州市人民政府关于修正《兰州市建设领域农民工工资保证金管理暂行办法》的决定,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=6b3147f230e1da932a380fe90fd80e73
9b24940ebf93a1c93ee660dff63b8c9e,《木结构设计规范》,木结构设计规范,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=9b24940ebf93a1c93ee660dff63b8c9e
2d00fef25e467b117013e3de0d86226b,《新疆维吾尔自治区辐射污染防治办法》,新疆维吾尔自治区辐射污染防治办法,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=2d00fef25e467b117013e3de0d86226b
2d1f3a9c2055bca8d2c589eadbdefcd5,《盘锦市农村集体土地承包经营权规范化流转管理办法》,盘锦市农村集体土地承包经营权规范化流转管理办法,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=2d1f3a9c2055bca8d2c589eadbdefcd5
6b9c87c673ca5da917164471df07911,《西安市实施行政执法责任制办法》,西安市实施行政执法责任制办法,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=6b9c87c673ca5da917164471df07911
4f259e3a02509df1a0c35621c9c95477,《厦门市实施〈中华人民共和国教师法〉规定》,厦门市实施《中华人民共和国教师法》规定,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=4f259e3a02509df1a0c35621c9c95477
a3d9400efb474299348ead6a8f95c19f,《餐饮业经营管理办法（试行）》,餐饮业经营管理办法（试行）,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=a3d9400efb474299348ead6a8f95c19f
4f7ddf691f076457b97e0656664399ca,《宿舍建筑设计规范》,宿舍建筑设计规范,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=4f7ddf691f076457b97e0656664399ca
67d632135175dc5fb36ec1ed80291e26,《对外援助物资项目管理办法（试行）》,对外援助物资项目管理办法（试行）,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=67d632135175dc5fb36ec1ed80291e26
7c2aa02f2e11d6bcb91f069541d6acd5,《上海市人民政府关于中国（上海）自由贸易试验区管理委员会集中行使本市有关行政审批权和行政处罚权的决定》,上海市人民政府关于中国（上海）自由贸易试验区管理委员会集中行使本市有关行政审批权和行政处罚权的决定,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=7c2aa02f2e11d6bcb91f069541d6acd5
fabb7d9ffe33b145de59c6a788009f59,《关于清理整顿违法从事证券业务活动的意见》,关于清理整顿违法从事证券业务活动的意见,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=fabb7d9ffe33b145de59c6a788009f59
1df9eabd9f29aff2d77c8b5cd50c8e75,《进出境非食用动物产品检验检疫监督管理办法》,进出境非食用动物产品检验检疫监督管理办法,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=1df9eabd9f29aff2d77c8b5cd50c8e75
fc0fe6256e0c3bdbf110fa168638485b,《关于修改〈证券市场禁入规定〉的决定》,关于修改《证券市场禁入规定》的决定,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=fc0fe6256e0c3bdbf110fa168638485b
c223e0e1dae3cf773fb3f621359b7ef6,《德宏州城镇居民基本医疗保险试行办法》,德宏州城镇居民基本医疗保险试行办法,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=c223e0e1dae3cf773fb3f621359b7ef6
b197272d295e23cc5f702abafb54dae6,《国家体育产业统计分类》,国家体育产业统计分类,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=b197272d295e23cc5f702abafb54dae6
371d6e37a09fb5d7b133ba6d8415bcc8,《国家鼓励的工业节水工艺、技术和装备目录（第二批）》,国家鼓励的工业节水工艺、技术和装备目录（第二批）,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=371d6e37a09fb5d7b133ba6d8415bcc8
693ff2234cbe1535a36cec92591a53fa,《江苏省行政程序规定》,江苏省行政程序规定,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=693ff2234cbe1535a36cec92591a53fa
804b53576b82e783a83934b117f20134,《住宅产业现代化试点工作大纲》,住宅产业现代化试点工作大纲,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=804b53576b82e783a83934b117f20134
9bc3c04aa91bce2e73471436882ca277,《关于修改〈西安市复印业管理暂行办法〉的决定》,关于修改《西安市复印业管理暂行办法》的决定,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=9bc3c04aa91bce2e73471436882ca277
81cd6e9e9c4e3f42d1eca9d4a2c9548e,《关于赌博违法案件的量罚指导意见》,关于赌博违法案件的量罚指导意见,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=81cd6e9e9c4e3f42d1eca9d4a2c9548e
971e7410bd5229f89cedd77b7dfe1565,《矿业权评估指南》,矿业权评估指南,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=971e7410bd5229f89cedd77b7dfe1565
68ba839b427cbaf7bbeecfcad083c522,《抚顺市城市公园管理办法》,抚顺市城市公园管理办法,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=68ba839b427cbaf7bbeecfcad083c522
3b6498affa278ca9bd59b26fa826cf83,《公开发行证券的公司信息披露内容与格式准则第2号-年度报告的内容与格式（2015年修订）》,公开发行证券的公司信息披露内容与格式准则第2号-年度报告的内容与格式（2015年修订）,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=3b6498affa278ca9bd59b26fa826cf83
39b1ae69f83796029f944b4a6d70b4ff,《台账保证金缴纳方式公告》,台账保证金缴纳方式公告,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=39b1ae69f83796029f944b4a6d70b4ff
20008b5108c4130715bb32b838936601,《西安市机动车排气污染防治条例》,西安市机动车排气污染防治条例,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=20008b5108c4130715bb32b838936601
50fd3958042b762c67a2233d1d4a6c2,《深圳市刑事案件认罪认罚从宽制度试点工作实施办法（试行）》,深圳市刑事案件认罪认罚从宽制度试点工作实施办法（试行）,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=50fd3958042b762c67a2233d1d4a6c2
d030847003472d1abc5e144f55aec5bb,《云南省曲靖城市管理条例》,云南省曲靖城市管理条例,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=d030847003472d1abc5e144f55aec5bb
b3836cf1211f5b36331c39e656a19b0f,《对外援助成套项目管理办法（试行）》,对外援助成套项目管理办法（试行）,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=b3836cf1211f5b36331c39e656a19b0f
6b0173aa7096ed89d09a464fd070611,《海东市人民政府决定取消、下放和保留的行政审批项目目录》,海东市人民政府决定取消、下放和保留的行政审批项目目录,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=6b0173aa7096ed89d09a464fd070611
9dfea8c2ae3b6abd7c1004cf9ba8eb0b,《城市污水处理厂污泥检验方法》,城市污水处理厂污泥检验方法,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=9dfea8c2ae3b6abd7c1004cf9ba8eb0b
9f0e9987bce18d65568513f23517deb7,《深圳市刑事案件认罪认罚从宽制度试点工作方案》,深圳市刑事案件认罪认罚从宽制度试点工作方案,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=9f0e9987bce18d65568513f23517deb7
9cbf46b5cc1d97248f7663120d9d1baa,《给水用丙烯酸共聚聚氯乙烯管材及管件》,给水用丙烯酸共聚聚氯乙烯管材及管件,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=9cbf46b5cc1d97248f7663120d9d1baa
8a57326e37ea14e171907a6c4fcfb28f,《转发省科技厅关于认定广东科讯技术发展有限公司等407家企业为2004年广东省高新技术企业的通知》,转发省科技厅关于认定广东科讯技术发展有限公司等407家企业为2004年广东省高新技术企业的通知,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=8a57326e37ea14e171907a6c4fcfb28f
d12df699d7deecb76e84cbdf4970303a,《2011年自动进口许可管理货物目录》,2011年自动进口许可管理货物目录,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=d12df699d7deecb76e84cbdf4970303a
8942fed095aa9610a84beef0d84daccb,《传染性非典型肺炎密切接触者判定标准和处理原则（试行）》,传染性非典型肺炎密切接触者判定标准和处理原则（试行）,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=8942fed095aa9610a84beef0d84daccb
a4d03dbd69a19157f860f7bc845cef5a,《关于中国银行业监督管理委员会履行原由中国人民银行履行的监督管理职责的决定》,关于中国银行业监督管理委员会履行原由中国人民银行履行的监督管理职责的决定,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=a4d03dbd69a19157f860f7bc845cef5a
6466cae4cb0c6abd9de7727a85ba8181,《公路水泥混凝土路面施工技术规范》,公路水泥混凝土路面施工技术规范,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=6466cae4cb0c6abd9de7727a85ba8181
84e65809cbd36ec663ea9bee8da466ad,《塑料门窗及型材功能结构尺寸》,塑料门窗及型材功能结构尺寸,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=84e65809cbd36ec663ea9bee8da466ad
d1c9517404e20d78ac28b10ad73f829a,《2011年进口许可证管理货物目录》,2011年进口许可证管理货物目录,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=d1c9517404e20d78ac28b10ad73f829a
3a8b7e0bd4cb5127929089074710411b,《西安市丝绸之路历史文化遗产保护管理办法》,西安市丝绸之路历史文化遗产保护管理办法,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=3a8b7e0bd4cb5127929089074710411b
d22c9c1ab7acbe2837ff6128603814f6,《关于废止和修改部分规章的决定》,关于废止和修改部分规章的决定,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=d22c9c1ab7acbe2837ff6128603814f6
6d18a88b2880ebd893075afa3b48c228,《关于修改〈西安市小型零担货物快捷车运输管理办法〉的决定》,关于修改《西安市小型零担货物快捷车运输管理办法》的决定,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=6d18a88b2880ebd893075afa3b48c228
e76a903f878225c637151f392d6b1131,《未增塑聚氯乙烯（PVC-U）塑料窗》,未增塑聚氯乙烯（PVC-U）塑料窗,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=e76a903f878225c637151f392d6b1131
5590c60ab617f61cb53a1c118a0c844d,《关于修改〈西安市复印业管理暂行办法〉的决定》,关于修改《西安市复印业管理暂行办法》的决定,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=5590c60ab617f61cb53a1c118a0c844d
b7b0d0c4c11a4825030e9f930b4dd82f,《锦州市地方铁路管理办法》,锦州市地方铁路管理办法,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=b7b0d0c4c11a4825030e9f930b4dd82f
2391bb2535408815a5cb210aa5d340ab,《产业结构调整指导目录（2005年本）》,产业结构调整指导目录（2005年本）,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=2391bb2535408815a5cb210aa5d340ab
9ccadb9d88aa457de4c208ccbd48e92b,《黄冈市遗爱湖公园管理办法》,黄冈市遗爱湖公园管理办法,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=9ccadb9d88aa457de4c208ccbd48e92b
3ee05be4aa7c53f5773fc97cfed0cf1b,《〈湖南省会计师事务所、评估机构执业收费管理办法（试行）湖南省会计师事务所、评估机构执业收费标准（试行）〉的通知》,《湖南省会计师事务所、评估机构执业收费管理办法（试行）湖南省会计师事务所、评估机构执业收费标准（试行）》的通知,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=3ee05be4aa7c53f5773fc97cfed0cf1b
bae93559807cc11f7b4d4156f9273e92,《中国证监会派出机构监管职责规定》,中国证监会派出机构监管职责规定,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=bae93559807cc11f7b4d4156f9273e92
