lid,title,content,url
c9cc21799eca68b51d072fb5e353f17a,关于《关于持久性有机污染物的斯德哥尔摩公约》新增列九种持久性有机污染物的《关于附件A、附件B和附件C?,"['环境保护部、外交部、发展改革委、科技部、工业和信息化部、住房城乡建设部、农业部、商务部、卫生计生委、海关总署、质检总局、安全监管总局公告', '关于《关于持久性有机污染物的斯德哥尔摩公约》新增列九种持久性有机污染物的', '《关于附件A、附件B和附件C修正案》和新增列硫丹的《关于附件A修正案》生效的公告']",http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=c9cc21799eca68b51d072fb5e353f17a
e3359932fe6317596330d726317cd8a5,民政部关于印发《2014年中央财政支持社会组织参与社会服务项目实施方案》的通知（附：《2014年中央财政支持社会组织参与社会服务项目申报办法》、《2014年中央财政支持社会组织参与社会服务项目执行办法》、《2014年中央财政支持社会组织参与社会服务项目人员培训示范项?,"['民政部关于印发《2014年中央财政支持社会组织参与社会服务项目实施方案》的通知(附：《2014年中央财政支持社会组织参与社会服务项目申报办法》、《2014年中央财政支持社会组织参与社会服务项目执行办法》、《2014年中央财政支持社会组织参与社会服务项目人员培训示范项?', '民政部关于印发《2014年中央财政支持社会组织参与社会服务项目实施方案》的通知', '各省、自治区、直辖市民政厅（局），各计划单列市民政局，新疆生产建设兵团民政局，各社会组织：']",http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=e3359932fe6317596330d726317cd8a5
5fd838be51b463a3f4cf2c4f6f42dc69,哈尔滨高新技术开发区管理委员会关于印发《哈高新区鼓励和支持创新创业暂行办法实施细则》、《哈高新区鼓励创业投资机构暂行办法实施细则》、《哈高新区鼓励和支持国际科技合作项目入驻哈尔滨科技创新城暂行办法实施细则》、《哈高新区鼓励和支持中国科学院项目入驻哈尔,哈尔滨高新技术开发区管理委员会关于印发《哈高新区鼓励和支持创新创业暂行办法实施细则》、《哈高新区鼓励创业投资机构暂行办法实施细则》、《哈高新区鼓励和支持国际科技合作项目入驻哈尔滨科技创新城暂行办法实施细则》、《哈高新区鼓励和支持中国科学院项目入驻哈尔滨科技创新城暂行办法实施细则》等细则的通知（哈高开委发〔2010〕59号）,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=5fd838be51b463a3f4cf2c4f6f42dc69
acb9351a21f779bb0e110af91c2f2444,四川省人民政府关于印发《四川省培育和壮大重点优势企业规划》、《四川省2001－2003企业技术进步规划》、《四川省2001－2005年国有企业退出规划,"['四川省人民政府关于印发《四川省培育和壮大重点优势企业规划》、《四川省２００１－２００３企业技术进步规划》、《四川省２００１－２００５年国有企业退出规划', '四川省人民政府关于印发《四川省培育和壮大重点优势企业规划》、《四川省２００１－２００３年企业技术进步规划》、《四川省２００１－２００５年国有企业退出规划》的通知（川府发［２００１］３０号二００一年八月十五日）', '按照省委、省政府的安全，省经贸委编制的《四川省培育和壮大重点优势企业规划》、《四川省２００１－２００３年企业技术进步规划》、《四川省２００１－２００５年国有企业退出规划》已经省政府同意，现印发你们。请结合本地区、本部门实际，认真组织实施。']",http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=acb9351a21f779bb0e110af91c2f2444
74b8a2a387b8f967ee02f1c65e6b42cf,农业部办公厅关于印发《农村劳动力培训阳光工程农民合作社管理人员分类培训规范》、《农村劳动力培训阳光工程农村经纪人培训规范》、《农村劳动力培训阳光工程农作物病虫防治员培训规范》、《农村劳动力培训阳光工程农业机械操作人员培训规范》、《农村劳动力培训阳光工,"['农业部办公厅关于印发《农村劳动力培训阳光工程农民合作社管理人员分类培训规范》等10类培训规范的通知（农办科〔2013〕66号）', '各省（自治区、直辖市）农业（农牧、农村经济）厅（委、局、办），新疆生产建设兵团农业局，黑龙江省农垦总局、广东省农垦总局，有关计划单列市农业局：', '为进一步规范农村劳动力培训阳光工程项目实施，我部组织编制了《农村劳动力培训阳光工程农民合作社经营管理人员培训规范》等10类培训规范，现印发给你们。请各地根据当地产业发展需求和农民实际需要，参照培训规范要求科学制定培训计划，选聘教学经验丰富的教师，组织编写或选配高质量培训教材，强化培训过程管理，确保培训针对性和有效性。我部尚未发布培训规范的，请各省根据本省工作实际抓紧制定相应的培训规范并组织实施。各省要及时总结经验、反馈执行效果和存在的问题。此前发布的有关培训规范与此重复的，以本次发布的为准。']",http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=74b8a2a387b8f967ee02f1c65e6b42cf
4897d40ac606b33136176f8ea6d2939b,南宁市财政局关于印发南宁市财政局政府信息公开等相关制度的通知（附：《南宁市财政局政府信息公开工作年度报告制度》、《南宁市财政局向政府信息查阅场所提供主动公开政府信息工作规定》、《南宁市财政局政府信息公开新闻发布管理制度》、《南宁市财政局政府信息公开考?,"['南宁市财政局关于印发南宁市财政局政府信息公开等相关制度的通知(附：《南宁市财政局政府信息公开工作年度报告制度》、《南宁市财政局向政府信息查阅场所提供主动公开政府信息工作规定》、《南宁市财政局政府信息公开新闻发布管理制度》、《南宁市财政局政府信息公开考?', '南宁市财政局关于印发南宁市财政局政府信息公开相关制度的通知（南财办〔2013〕183号）', '各科室、局属各单位：']",http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=4897d40ac606b33136176f8ea6d2939b
e33a38fc78b78d94823d06919fb58c97,《银行间债券市场非金融企业债务融资工具注册规则》、《银行间债券市场非金融企业债务融资工具信息披露规则》、《银行间债券市场非金融企业债务融资工具中介服务规则》、《银行间债券市场非金融企业债务融资工具募集说明书?,中国银行间市场交易商协会公告[2008]第2号——《银行间债券市场非金融企业债务融资工具注册规则》、《银行间债券市场非金融企业债务融资工具信息披露规则》、《银行间债券市场非金融企业债务融资工具中介服务规则》、《银行间债券市场非金融企业债务融资工具募集说明书?,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=e33a38fc78b78d94823d06919fb58c97
28d9239a8347635678b1b013693141d9,北京市高级人民法院关于停止执行京高法（1992）80号、京高法发（1992）199号中的《人民法院第一审行政案件庭审程序（暂行）》、《人民法院行政诉讼文书样式（暂行）》和《关于行政案件申请延长审理期限的规定（试行）》以及京高法发（1994）241号《关于对公路养路费管理部门申请人民,"['北京市高级人民法院关于停止执行京高法(1992)80号、京高法发(1992)199号中的《人民法院第一审行政案件庭审程序(暂行)》、《人民法院行政诉讼文书样式(暂行)》和《关于行政案件申请延长审理期限的规定(试行)》以及京高法发(1994)241号《关于对公路养路费管理部门申请人民', '北京市高级人民法院关于停止执行京高法（1992）80号和京高法发（1992）199号等文件的通知（2001年3月27日）', '市第一、第二中级人民法院；各区、县人民法院：']",http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=28d9239a8347635678b1b013693141d9
2acae8aa4b5610afd869c34378d34fc3,关于发布中华人民共和国实行能源效率标识的产品目录（第十一批）、《吸油烟机能源效率标识实施规则》、《热泵热水机（器）能源效率标识实施规则》、《家用电磁灶能源效率标,"['国家发展和改革委员会、国家质量监督检验检疫总局、国家认证认可监督管理委员会公告2014年第18号――关于发布中华人民共和国实行能源效率标识的产品目录(第十一批)、《吸油烟机能源效率标识实施规则》、《热泵热水机(器)能源效率标识实施规则》、《家用电磁灶能源效率标', '国家发展和改革委员会、国家质量监督检验检疫总局、国家认证认可监督管理委员会公告', '根据《能源效率标识管理办法》（国家发展改革委和国家质检总局第17号令）规定，国家发展改革委、国家质检总局和国家认监委组织制定了《中华人民共和国实行能源效率标识的产品目录（第十一批）》、《吸油烟机能源效率标识实施规则》、《热泵热水机（器）能源效率标识实施规则》、《家用电磁灶能源效率标识实施规则》（修订）和《复印机、打印机和传真机能源效率标识实施规则》（修订），现予公告。']",http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=2acae8aa4b5610afd869c34378d34fc3
a47e8663e6f2edeac1cb2a30c8b3655b,建设部人教司等关于印发《建设部社会团体工作人员管理细则》、《建设部社会团体领导干部管理细则》、《建设部社会团体机构管理细则》、《建设部社会团体招聘工作,"['建设部人教司等关于印发《建设部社会团体工作人员管理细则》等四项《细则》的通知（建人教直〔２０００〕字第１６９号）', '建设部管理的各社会团体：', '现将根据《建设部社会团体管理办法》制订的《建设部社会团体工作人员管理细则》、《建设部社会团体领导干部管理细则》、《建设部社会团体机构管理细则》、《建设部社会团体招聘工作人员工作细则》印发给你们，请遵照执行。']",http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=a47e8663e6f2edeac1cb2a30c8b3655b
459fdf127f97dffd9b0c11361836e051,《上海市教育委员会关于印发〈关于加强本市中等职业学校职业指导和毕业生工作的意见〉的通知,上海市教育委员会关于印发《关于加强本市中等职业学校职业指导和毕业生工作的意见》的通知,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=459fdf127f97dffd9b0c11361836e051
66843b33060a0d1bc756de82af4cfc1d,江门市人民政府办公室关于印发《江门市建立多元化社会养老服务体系实施方案》、《江门市建立和完善社会组织参与社会管理工作体系实施方案》、《江门市建设城乡社区服务体系实施方案》、《江门市建设综合性社会救助体系实施方案》、《政府向社会组织购买服务监督管理暂行,"['江门市人民政府办公室关于印发《江门市建立多元化社会养老服务体系实施方案》等六个加强社会建设文件的通知（江府办〔2014〕1号）', '各市、区人民政府，市各单位：', '为贯彻落实《中共江门市委办公室江门市人民政府办公室关于印发〈江门市“大民政”工作方案〉的通知》（江办发〔2013〕14号）精神，经市人民政府同意，现将《江门市建立多元化社会养老服务体系实施方案》、《江门市建立和完善社会组织参与社会管理工作体系实施方案》、《江门市建设城乡社区服务体系实施方案》、《江门市建设综合性社会救助体系实施方案》、《政府向社会组织购买服务监督管理暂行办法》和《江门市“大民政”信息化建设工作方案》等六个配套文件印发给你们，请结合实际认真贯彻执行。']",http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=66843b33060a0d1bc756de82af4cfc1d
34e34a60bb00d31e1b590a686b82d52a,海关总署、国家经贸委关于下发《阴极铜（电解铜）加工贸易单耗标准》、《铝锭加工贸易单耗标准》和《工业钝钛及钛合金（Ｔｉ－6ＡＩ－4Ｖ铸锭加工贸易单耗标准,"['海关总署、国家经贸委关于下发《阴极铜(电解铜)加工贸易单耗标准》、《铝锭加工贸易单耗标准》和《工业钝钛及钛合金(Ｔｉ－6ＡＩ－4Ｖ铸锭加工贸易单耗标准', '海关总署、国家经贸委关于下发《阴极铜（电解铜）加工贸易单耗标准》、《铝锭加工贸易单耗标准》和《工业纯钛及钛合金（Ｔｉ－６Ａｌ－４Ｖ）铸锭加工贸易单耗标准》的通知（署税函[2001]118号２００１年４月２６日发布）', '广东分署，各直属海关：']",http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=34e34a60bb00d31e1b590a686b82d52a
8d655c387b900b732ec89c77fccd0298,全国人民代表大会常务委员会关于批准《〈禁止或限制使用某些可被认为具有过分伤害力或滥杀滥伤作用的常规武器公约〉所附的〈禁止或限制使用地雷、诱杀装置和其他装置的修正议定书〉》和《〈禁止或限制使用某些可被认为具有过分伤害力或滥杀滥伤作用的常规武器公约〉附加议定,['第九届全国人民代表大会常务委员会第四次会议决定：批准《〈禁止或限制使用某些可被认为具有过分伤害力或滥杀滥伤作用的常规武器公约〉所附的〈禁止或限制使用地雷、诱杀装置和其他装置的修正议定书〉》（修正的第二号议定书）和《〈禁止或限制使用某些可被认为具有过分伤害力或滥杀滥伤作用的常规武器公约〉附加议定书》（第四号议定书）。'],http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=8d655c387b900b732ec89c77fccd0298
bfb75daec3ea1bb9d874d7e85c5d10a6,《上海市教育委员会、上海市卫生局关于颁发〈上海市托幼园所办学等级标准,上海市教育委员会、上海市卫生局关于颁发《上海市托幼园所办学等级标准（试行）》的通知,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=bfb75daec3ea1bb9d874d7e85c5d10a6
57a276ffe5ed950ef30749e5167e2961,广东省卫生计生委、广东省物价局、广东省食品药品监管局关于印发广东省医疗机构药品交易办法相关配套文件的通知（附：《广东省卫生和计划生育委员会、广东省物价局、广东省食品药品监督管理局关于广东省医疗机构药品交易议价的管理细则》、《广东省卫生和计划生育委员会?,"['广东省卫生计生委、广东省物价局、广东省食品药品监管局关于印发广东省医疗机构药品交易办法相关配套文件的通知(附：《广东省卫生和计划生育委员会、广东省物价局、广东省食品药品监督管理局关于广东省医疗机构药品交易议价的管理细则》、《广东省卫生和计划生育委员会?', '广东省卫生计生委、广东省物价局、广东省食品药品监管局关于印发广东省医疗机构药品交易办法相关配套文件的通知（粤卫〔2014〕5号）', '各地级以上市及顺德区卫生计生局（委）、物价局、食品药品监管局，部属、省属驻穗医药院校附属医院、省卫生计生委直属有关医院：']",http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=57a276ffe5ed950ef30749e5167e2961
7b5c60ea3cc659f6d2801344c5af1e37,青海省人民政府办公厅关于印发《省政府领导班子学习制度（试行）》、《省政府务虚会制度（试行）》、《关于建立领导信访接待日制度的规定（试行）》和《关于加强,青海省人民政府办公厅关于印发《省政府领导班子学习制度（试行）》、《省政府务虚会制度（试行）》、《关于建立领导信访接待日制度的规定（试行）》和《关于加强督促检查狠抓工作落实的规定（试行》的通知,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=7b5c60ea3cc659f6d2801344c5af1e37
2e957be3c58dbebc47a7fbf8ce2fcb,河南省教育厅关于印发《河南省中等职业学校公共基础课水平测试与专业技能考核实施细则（试行）》、《河南省中等职业学校公共基础课水平测试与专业技能考核考生守则》、《河南省中等职业学校公共基础课水平测试与专业技能考核考生违纪舞弊处理规定》、《河南省中等职业学校,"['河南省教育厅关于印发《河南省中等职业学校公共基础课水平测试与专业技能考核实施细则(试行)》、《河南省中等职业学校公共基础课水平测试与专业技能考核考生守则》、《河南省中等职业学校公共基础课水平测试与专业技能考核考生违纪舞弊处理规定》、《河南省中等职业学校', '河南省教育厅关于印发《河南省中等职业学校公共基础课水平测试与专业技能考核实施细则（试行）》等四个文件的通知（教职成〔2014〕316号）', '各省辖市、省直管县（市）教育局，各省属中等职业学校：']",http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=2e957be3c58dbebc47a7fbf8ce2fcb
491221e6023c950bf782fa816f220518,关于芮城县金馥康生物药业有限公司等19家企业核发《兽药GMP证书》和《兽药生产许可证及广西大银田兽药有限公司通过兽药GMP检查验收的公告,"['根据《兽药管理条例》和《兽药生产质量管理规范》的规定，经现场检查及审核，芮城县金馥康生物药业有限公司等19家企业符合兽药GMP要求以及兽药生产许可证核发条件，现核发《兽药GMP证书》和《兽药生产许可证》，详见《兽药GMP及生产许可证目录》；经现场检查及审核，广西大银田兽药有限公司通过兽药GMP检查验收，现核发《兽药GMP证书》，详见《兽药GMP合格企业目录》。', '特此公告。', '农业部']",http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=491221e6023c950bf782fa816f220518
608fb813b6c23f3c40e7c29dad71d581,关于发布《水产养殖用抗菌药物药效试验技术指导原则》、《水产养殖用抗菌药物田间药效试验技术指导原则》、《水产养殖用驱（杀）虫药物药效试验技术指导原则》、《水产养殖用驱（杀）虫药物田间药效试验技术指导原则》、《水产养殖用消毒剂药效试验技,"['农业部公告第2017号――关于发布《水产养殖用抗菌药物药效试验技术指导原则》、《水产养殖用抗菌药物田间药效试验技术指导原则》、《水产养殖用驱(杀)虫药物药效试验技术指导原则》、《水产养殖用驱(杀)虫药物田间药效试验技术指导原则》、《水产养殖用消毒剂药效试验技', '为加强兽药研究指导工作，规范兽药研究活动，提高兽药研究水平，根据《兽药管理条例》等有关规定，我部组织制定了《水产养殖用抗菌药物药效试验技术指导原则》等5个兽药研究技术指导原则，现予发布，请参照执行。', '特此公告。']",http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=608fb813b6c23f3c40e7c29dad71d581
e63964dad5840d96f3fb33ee28b791a0,中共广州市委办公厅关于印发《广州市国有资产管理、监督和营运体系改革的实施办法》、《广州市深化国有企业领导体制改革的实施办法》和《广州市国有企业分配制度,中共广州市委办公厅关于印发《广州市国有资产管理、监督和营运体系改革的实施办法》、《广州市深化国有企业领导体制改革的实施办法》和《广州市国有企业分配制度改革实施办法》的通知（穗办〔２０００〕３号）,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=e63964dad5840d96f3fb33ee28b791a0
64383ff613141716bb4c89f8dc68b3ce,中共广州市委办公厅、广州市人民政府办公厅关于印发《广州市党政领导干部任期经济责任审计实施办法（试行）》和《广州市国有企业及国有控股企业领导人员任期经济,中共广州市委办公厅、广州市人民政府办公厅关于印发《广州市党政领导干部任期经济责任审计实施办法（试行）》和《广州市国有企业及国有控股企业领导人员任期经济责任审计实施办法（试行）》的通知（穗办〔２００１〕２６号）,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=64383ff613141716bb4c89f8dc68b3ce
6226291ff3985cc9352d28e257af2063,交通部关于废止《交通部专用长途电话使用暂行办法》、《交通部专用长途电话交换处理》、《交通部真迹电报使用暂行办法》和《交通部专用长途电话交换处理,交通部关于废止《交通部专用长途电话使用暂行办法》、《交通部专用长途电话交换处理》、《交通部真迹电报使用暂行办法》和《交通部专用长途电话交换处理的补充规定》的通知（１９９０年１２月２９日（９０）交政法字７１１号）,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=6226291ff3985cc9352d28e257af2063
ef13a090c9d47dd57dabf148a387c068,《上海市教育委员会关于印发〈关于贯彻〈上海市高等学校教师职务和其他专业技术职务聘任办法〉的实施细...,"['上海市教育委员会关于印发《关于贯彻〈上海市高等学校教师职务和其他专业技术职务聘任办法〉的实施细则（试行）》的通知', '各委、办、局，高等学校：', '现将《关于贯彻〈上海市高等学校教师职务和其他专业技术职务聘任办法〉的实施细则（试行）》印发给你们，请在高等学校教师职务和其他专业技术职务聘任时遵照试行，在试行中遇到问题，请及时向市教委人事处反映，以便进一步修改完善。']",http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=ef13a090c9d47dd57dabf148a387c068
82eb8dac575afb027826a35d18ae2765,铁道部印发《铁路住房公积金管理暂行办法》、《铁路住房基金管理暂行办法》、《铁路公有住房租金改革暂行办法》、《铁路出售公有住房暂行办法》和《铁路公有住房,"['*注：本篇法规已被《铁道部关于公布铁道部规章及规范性文件清理结果的通知》（发布日期：2003年6月17日实施日期：2003年6月17日）废止', '《铁路住房公积金管理暂行办法》等五个办法', '铁路住房公积金管理暂行办法']",http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=82eb8dac575afb027826a35d18ae2765
d4759ddda5d6e150468b0a9452679872,关于修改《苏州市规划局规划编制项目设计招标投标工作操作规程》和《苏州市规划局违法建设行政处罚操作规程,关于修改《苏州市规划局规划编制项目设计招标投标工作操作规程》和《苏州市规划局违法建设行政处罚操作规程》的通知,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=d4759ddda5d6e150468b0a9452679872
fdb3d293eb04e05ae5234ec839f38b5c,"《上海市教育委员会关于印发〈上海市学校国防、民防教育工作""十五""计划","['上海市教育委员会关于印发《上海市学校国防、民防教育工作“十五”计划（2001—2005年）》的通知', '各高校，各区县教育局、浦东新区社发局，各委、办、局、控股集团公司教育处：', '为贯彻《中华人民共和国国防教育法》和国务院办公厅中央军委办公厅转发《教育部总参谋部总政治部关于在普通高等学校和高级中学开展学生军事训练工作意见的通知》精神，我委制定了《上海市学校国防民防教育工作“十五”计划》，现印发给你们，望加强领导，采取措施，认真贯彻实施，以进一步规范和推动本市学校国防民防教育工作的开展。']",http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=fdb3d293eb04e05ae5234ec839f38b5c
